No.     Time           Source                Destination           Protocol Length Info
    270 0.023224438    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=232681 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    271 0.023226485    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=234129 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    272 0.023228241    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=235577 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    273 0.023230003    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=237025 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    274 0.023231879    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=238473 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    275 0.023233922    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=239921 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    276 0.023376047    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=241369 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    277 0.023379007    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=242817 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    278 0.023416733    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=244265 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    279 0.023418352    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=245713 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    280 0.023622000    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=247161 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    281 0.023624341    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=248609 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    282 0.023871602    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=250057 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    283 0.023873732    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=251505 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    284 0.024118604    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=206617 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    285 0.024125025    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=209513 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    286 0.024128453    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=212409 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    287 0.024132821    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=215305 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    288 0.024136355    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=218201 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    289 0.024144301    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=252953 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    290 0.024146197    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=254401 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    291 0.024387966    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=255849 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    292 0.024391555    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=257297 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    293 0.024635872    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=258745 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    294 0.024639518    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=260193 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    295 0.024888978    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=261641 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    296 0.024892596    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=263089 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    297 0.025141124    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=264537 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    298 0.025144679    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=265985 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    299 0.025388468    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=221097 Win=185856 Len=0 TSval=505018883 TSecr=422126685
    300 0.025397467    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=223993 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    301 0.025401604    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=226889 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    302 0.025406356    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=229785 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    303 0.025410456    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=232681 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    304 0.025419874    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=267433 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    305 0.025422455    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=268881 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    306 0.025642303    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=270329 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    307 0.025646092    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=271777 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    308 0.025892948    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=273225 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    309 0.025896770    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=274673 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    310 0.026143168    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=276121 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    311 0.026147047    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=277569 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    312 0.026393719    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=279017 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    313 0.026397648    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=280465 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    314 0.026642651    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=235577 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    315 0.026652456    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=238473 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    316 0.026657061    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=241369 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    317 0.026660603    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=244265 Win=185856 Len=0 TSval=505018883 TSecr=422126686
    318 0.026664870    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=247161 Win=188672 Len=0 TSval=505018883 TSecr=422126686
    319 0.026669194    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=248609 Win=191616 Len=0 TSval=505018884 TSecr=422126686
    320 0.026677859    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=281913 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    321 0.026680615    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=283361 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    322 0.026893965    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=284809 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    323 0.026897867    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=286257 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    324 0.027144492    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=287705 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    325 0.027148545    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=289153 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    326 0.027392064    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=250057 Win=194432 Len=0 TSval=505018884 TSecr=422126686
    327 0.027400665    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=251505 Win=197376 Len=0 TSval=505018884 TSecr=422126686
    328 0.027404611    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=252953 Win=200320 Len=0 TSval=505018884 TSecr=422126686
    329 0.027409260    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=254401 Win=203136 Len=0 TSval=505018884 TSecr=422126686
    330 0.027413038    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=255849 Win=206080 Len=0 TSval=505018884 TSecr=422126686
    331 0.027416519    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=257297 Win=209024 Len=0 TSval=505018884 TSecr=422126686
    332 0.027424820    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=290601 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    333 0.027427810    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=292049 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    334 0.027645768    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=293497 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    335 0.027649674    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=294945 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    336 0.027895995    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=296393 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018881
    337 0.027925704    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=297841 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    338 0.028146097    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=258745 Win=211840 Len=0 TSval=505018884 TSecr=422126686
    339 0.028154809    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=260193 Win=214784 Len=0 TSval=505018884 TSecr=422126686
    340 0.028158842    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=261641 Win=217600 Len=0 TSval=505018884 TSecr=422126686
    341 0.028162390    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=263089 Win=220544 Len=0 TSval=505018884 TSecr=422126686
    342 0.028165909    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=264537 Win=223488 Len=0 TSval=505018884 TSecr=422126686
    343 0.028170898    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=265985 Win=226304 Len=0 TSval=505018884 TSecr=422126686
    344 0.028179653    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=299289 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    345 0.028182563    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=300737 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    346 0.028397043    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=302185 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    347 0.028400538    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=303633 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    348 0.028658673    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=305081 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    349 0.028670836    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=306529 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    350 0.028886564    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=267433 Win=229248 Len=0 TSval=505018884 TSecr=422126686
    351 0.028912642    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=268881 Win=232192 Len=0 TSval=505018884 TSecr=422126686
    352 0.028917893    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=270329 Win=235008 Len=0 TSval=505018884 TSecr=422126686
    353 0.028923110    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=271777 Win=237952 Len=0 TSval=505018884 TSecr=422126686
    354 0.028927544    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=273225 Win=240768 Len=0 TSval=505018884 TSecr=422126686
    355 0.028932216    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=274673 Win=243712 Len=0 TSval=505018884 TSecr=422126686
    356 0.028943419    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=307977 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    357 0.028949305    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=309425 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    358 0.029141262    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=310873 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    359 0.029148402    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=312321 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    360 0.029392629    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=313769 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    361 0.029405056    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=315217 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    362 0.029648310    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=276121 Win=246656 Len=0 TSval=505018884 TSecr=422126686
    363 0.029673589    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=277569 Win=249472 Len=0 TSval=505018884 TSecr=422126686
    364 0.029680929    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=279017 Win=252416 Len=0 TSval=505018884 TSecr=422126686
    365 0.029686674    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=280465 Win=255360 Len=0 TSval=505018884 TSecr=422126686
    366 0.029696924    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=281913 Win=258176 Len=0 TSval=505018884 TSecr=422126686
    367 0.029703068    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=283361 Win=261120 Len=0 TSval=505018884 TSecr=422126686
    368 0.029717458    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=316665 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    369 0.029724270    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=318113 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    370 0.029901580    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=319561 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    371 0.029911756    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=321009 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    372 0.030150141    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=322457 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    373 0.030155581    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=323905 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    374 0.030382847    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=284809 Win=263936 Len=0 TSval=505018884 TSecr=422126686
    375 0.030394063    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=286257 Win=266880 Len=0 TSval=505018884 TSecr=422126686
    376 0.030397588    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=287705 Win=269824 Len=0 TSval=505018884 TSecr=422126686
    377 0.030401150    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=289153 Win=272640 Len=0 TSval=505018884 TSecr=422126686
    378 0.030404671    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=290601 Win=275584 Len=0 TSval=505018884 TSecr=422126686
    379 0.030408192    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=292049 Win=278528 Len=0 TSval=505018884 TSecr=422126686
    380 0.030413273    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=325353 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    381 0.030415898    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=326801 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    382 0.030635097    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=328249 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    383 0.030639534    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=329697 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    384 0.030900289    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=331145 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    385 0.030903964    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=332593 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    386 0.031149963    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=293497 Win=281344 Len=0 TSval=505018884 TSecr=422126686
    387 0.031160768    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=294945 Win=284288 Len=0 TSval=505018885 TSecr=422126686
    388 0.031165126    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=296393 Win=287104 Len=0 TSval=505018885 TSecr=422126686
    389 0.031171393    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=297841 Win=290048 Len=0 TSval=505018885 TSecr=422126686
    390 0.031181717    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=334041 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    391 0.031185027    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=335489 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    392 0.031194913    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=299289 Win=292992 Len=0 TSval=505018885 TSecr=422126686
    393 0.031201257    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=300737 Win=295808 Len=0 TSval=505018885 TSecr=422126686
    394 0.031400247    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=336937 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    395 0.031404126    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=338385 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    396 0.031405731    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=339833 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    397 0.031647835    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=341281 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    398 0.031651798    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=342729 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    399 0.031881548    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=302185 Win=298752 Len=0 TSval=505018885 TSecr=422126686
    400 0.031888544    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=303633 Win=301696 Len=0 TSval=505018885 TSecr=422126686
    401 0.031891969    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=305081 Win=304512 Len=0 TSval=505018885 TSecr=422126686
    402 0.031895182    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=306529 Win=307456 Len=0 TSval=505018885 TSecr=422126686
    403 0.031898379    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=307977 Win=310272 Len=0 TSval=505018885 TSecr=422126686
    404 0.031901576    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=309425 Win=313216 Len=0 TSval=505018885 TSecr=422126686
    405 0.031909813    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=344177 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    406 0.032148375    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=345625 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    407 0.032152094    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=347073 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    408 0.032153662    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=348521 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    409 0.032395782    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=349969 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    410 0.032399565    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=351417 Ack=1 Win=29312 Len=1448 TSval=422126686 TSecr=505018882
    411 0.032638341    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=310873 Win=316160 Len=0 TSval=505018885 TSecr=422126686
    412 0.032648574    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=312321 Win=318976 Len=0 TSval=505018885 TSecr=422126686
    413 0.032653898    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=313769 Win=321920 Len=0 TSval=505018885 TSecr=422126686
    414 0.032657821    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=315217 Win=324864 Len=0 TSval=505018885 TSecr=422126686
    415 0.032662095    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=316665 Win=327680 Len=0 TSval=505018885 TSecr=422126686
    416 0.032665683    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=318113 Win=330624 Len=0 TSval=505018885 TSecr=422126686
    417 0.032690404    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=352865 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    418 0.032693978    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=354313 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    419 0.032885568    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=355761 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    420 0.032889661    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=357209 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    421 0.033149576    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=358657 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    422 0.033155064    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=360105 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    423 0.033408073    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=319561 Win=333440 Len=0 TSval=505018885 TSecr=422126686
    424 0.033431743    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=321009 Win=336384 Len=0 TSval=505018885 TSecr=422126686
    425 0.033436328    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=322457 Win=339328 Len=0 TSval=505018885 TSecr=422126686
    426 0.033440605    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=323905 Win=342144 Len=0 TSval=505018885 TSecr=422126686
    427 0.033444608    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=325353 Win=345088 Len=0 TSval=505018885 TSecr=422126686
    428 0.033449434    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=326801 Win=348032 Len=0 TSval=505018885 TSecr=422126686
    429 0.033457085    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [PSH, ACK] Seq=361553 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    430 0.033518291    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=363001 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
    431 0.033656805    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=364449 Ack=1 Win=29312 Len=1448 TSval=422126689 TSecr=505018885
