No.     Time           Source                Destination           Protocol Length Info
    171 8.919214173    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=126977 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    172 8.919215551    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=128425 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    173 8.919219000    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=111049 Win=185856 Len=0 TSval=505723976 TSecr=3166361316
    174 8.919223558    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=113945 Win=185856 Len=0 TSval=505723976 TSecr=3166361316
    175 8.919227341    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=116841 Win=185856 Len=0 TSval=505723976 TSecr=3166361316
    176 8.919236685    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=129873 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    177 8.919515571    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=131321 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    178 8.919519678    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=132769 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    179 8.919521478    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=134217 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    180 8.919523320    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=135665 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    181 8.919524682    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=137113 Ack=1 Win=29312 Len=1448 TSval=3166361316 TSecr=505723976
    182 8.920506019    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=119737 Win=185856 Len=0 TSval=505723976 TSecr=3166361316
    183 8.920525588    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=138561 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723976
    184 8.920528658    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=140009 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723976
    185 8.920530080    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=141457 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723976
    186 8.920535136    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=122633 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    187 8.920547769    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=142905 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    188 8.920550056    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=144353 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    189 8.921855337    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=125529 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    190 8.921871547    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=128425 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    191 8.921877481    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=131321 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    192 8.921890818    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=145801 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    193 8.921893584    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=147249 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    194 8.921894992    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=148697 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    195 8.921896250    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=150145 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    196 8.921897497    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=151593 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    197 8.921898718    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=153041 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    198 8.921900009    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=154489 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    199 8.921904481    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=134217 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    200 8.923272042    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=137113 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    201 8.923286149    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=140009 Win=185856 Len=0 TSval=505723977 TSecr=3166361316
    202 8.923301370    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=155937 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    203 8.923304531    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=157385 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    204 8.923306186    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=158833 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    205 8.923307484    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=160281 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    206 8.923308895    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=161729 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    207 8.923310521    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=163177 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    208 8.923314644    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=142905 Win=185856 Len=0 TSval=505723977 TSecr=3166361317
    209 8.923319815    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=145801 Win=185856 Len=0 TSval=505723977 TSecr=3166361317
    210 8.923579049    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=164625 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    211 8.923583210    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=166073 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    212 8.923584621    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=167521 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    213 8.923585929    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=168969 Ack=1 Win=29312 Len=1448 TSval=3166361317 TSecr=505723977
    214 8.924566918    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=148697 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    215 8.924595159    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=170417 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    216 8.924599711    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=171865 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    217 8.924606112    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=151593 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    218 8.925280821    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=154489 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    219 8.925296912    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=157385 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    220 8.925318430    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=173313 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    221 8.925322845    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=174761 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    222 8.925325430    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=176209 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    223 8.925327490    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=177657 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    224 8.925329774    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=179105 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    225 8.925331447    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=180553 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    226 8.925336490    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=160281 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    227 8.925606019    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=182001 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    228 8.925612082    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=183449 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    229 8.925614410    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=184897 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    230 8.926601932    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=163177 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    231 8.926638483    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=186345 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    232 8.926644152    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=187793 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    233 8.926651463    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=166073 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    234 8.926662865    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=189241 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    235 8.926665233    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=190689 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    236 8.926669373    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=168969 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    237 8.926913453    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=192137 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    238 8.926918022    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=193585 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    239 8.927149664    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=171865 Win=185856 Len=0 TSval=505723978 TSecr=3166361317
    240 8.927163667    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=195033 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    241 8.927166386    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=196481 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    242 8.927171543    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=174761 Win=185856 Len=0 TSval=505723978 TSecr=3166361318
    243 8.927180279    192.168.0.18          192.168.0.3           TCP      1514   44962 → 1234 [ACK] Seq=197929 Ack=1 Win=29312 Len=1448 TSval=3166361318 TSecr=505723978
    244 8.927182346    192.168.0.18          192.168.0.3           TCP      690    44962 → 1234 [FIN, PSH, ACK] Seq=199377 Ack=1 Win=29312 Len=624 TSval=3166361318 TSecr=505723978
    245 8.927185704    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=177657 Win=185856 Len=0 TSval=505723978 TSecr=3166361318
    246 8.928376175    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=180553 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    247 8.928383279    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=183449 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    248 8.928388373    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=186345 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    249 8.928393018    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=189241 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    250 8.929942740    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=192137 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    251 8.929948928    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=195033 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    252 8.929953172    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=197929 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    253 8.929958409    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [ACK] Seq=1 Ack=200002 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    254 8.931307968    192.168.0.3           192.168.0.18          TCP      66     1234 → 44962 [FIN, ACK] Seq=1 Ack=200002 Win=185856 Len=0 TSval=505723979 TSecr=3166361318
    255 8.931337232    192.168.0.18          192.168.0.3           TCP      66     44962 → 1234 [ACK] Seq=200002 Ack=2 Win=29312 Len=0 TSval=3166361319 TSecr=505723979
